Year,Month,Day,VPM1,VPM2,Amplitude
2013,5,27,0.60228,-0.09099,0.60911
2013,5,28,0.58057,-0.46306,0.74262
2013,5,29,0.17791,-1.0275,1.04279
2013,5,30,-0.07061,-1.06604,1.06838
2013,5,31,-0.17344,-0.85048,0.86799
2013,6,1,-0.34083,-0.46186,0.574
2013,6,2,-0.32424,-0.42079,0.53122
2013,6,3,-0.35663,-0.43354,0.56138
2013,6,4,-0.78732,-0.5565,0.96414
2013,6,5,-0.79345,-0.61988,1.00688
2013,6,6,-0.97042,-0.28329,1.01093
2013,6,7,-0.79105,-0.41583,0.89369
2013,6,8,-0.51784,-0.11121,0.52965
2013,6,9,-0.63837,-0.20057,0.66913
2013,6,10,-1.11637,-0.56964,1.2533
2013,6,11,-1.75721,-0.80074,1.93106
2013,6,12,-1.80939,-0.84759,1.99807
2013,6,13,-1.59481,-0.32981,1.62856
2013,6,14,-1.74982,-0.02703,1.75003
2013,6,15,-2.01606,0.29306,2.03725
2013,6,16,-1.94058,0.28949,1.96206
2013,6,17,-1.69883,0.57239,1.79267
2013,6,18,-1.42073,0.89169,1.67737
2013,6,19,-1.31579,1.11394,1.724
2013,6,20,-1.12767,1.16938,1.62452
2013,6,21,-0.67875,0.95272,1.16978
2013,6,22,0.11497,1.14538,1.15114
2013,6,23,0.85592,1.36958,1.61504
2013,6,24,1.13893,1.19207,1.6487
2013,6,25,1.00289,0.63393,1.18645
2013,6,26,1.16827,0.24415,1.19351
2013,6,27,0.98946,-0.21743,1.01307
2013,6,28,0.76459,-0.68746,1.0282
2013,6,29,0.45999,-1.01454,1.11395
2013,6,30,0.24578,-1.2521,1.276
2013,7,1,0.11867,-1.10246,1.10882
2013,7,2,0.14504,-1.14154,1.15071
2013,7,3,0.33493,-1.28054,1.32361
2013,7,4,0.28997,-1.27066,1.30333
2013,7,5,-0.05679,-1.36348,1.36467
2013,7,6,-0.24406,-1.40803,1.42902
2013,7,7,-0.09183,-1.36292,1.36601
2013,7,8,-0.33493,-1.33778,1.37907
2013,7,9,-0.49926,-1.27156,1.36606
2013,7,10,-0.61426,-1.10702,1.26602
2013,7,11,-1.01478,-1.00518,1.42835
2013,7,12,-1.41647,-0.83486,1.64419
2013,7,13,-1.83622,-0.86504,2.02978
2013,7,14,-1.95149,-0.47538,2.00856
2013,7,15,-1.63578,-0.28107,1.65975
2013,7,16,-1.4538,-0.10745,1.45777
2013,7,17,-1.08626,0.13119,1.09415
2013,7,18,-1.15817,0.50877,1.26499
2013,7,19,-0.96253,0.52542,1.09659
2013,7,20,-0.7102,0.39013,0.81029
2013,7,21,-0.46,0.41932,0.62244
2013,7,22,-0.63663,0.27105,0.69193
2013,7,23,-0.5307,0.33236,0.62619
2013,7,24,-0.15113,0.42097,0.44727
2013,7,25,-0.24514,0.51231,0.56794
2013,7,26,-0.4486,0.04663,0.45102
2013,7,27,-0.55141,-0.2924,0.62414
2013,7,28,-0.6548,-0.31266,0.72562
2013,7,29,-1.18115,-0.52863,1.29405
2013,7,30,-1.26212,-0.58032,1.38914
2013,7,31,-1.58042,-0.52773,1.6662
2013,8,1,-1.55992,-0.65585,1.69219
2013,8,2,-1.15945,-0.46324,1.24857
2013,8,3,-1.00558,-0.36386,1.06938
2013,8,4,-0.63944,0.03734,0.64053
2013,8,5,-0.31313,0.04887,0.31692
2013,8,6,-0.08534,0.28808,0.30045
2013,8,7,0.05656,0.12176,0.13426
2013,8,8,0.04401,0.14613,0.15261
2013,8,9,-0.09535,0.037,0.10228
2013,8,10,-0.35326,0.01682,0.35366
2013,8,11,-0.19755,-0.04302,0.20218
2013,8,12,-0.32221,-0.01699,0.32265
2013,8,13,-0.48406,-0.13567,0.50272
2013,8,14,-0.08278,-0.07762,0.11348
2013,8,15,0.13827,0.17192,0.22062
2013,8,16,0.26946,0.45018,0.52466
2013,8,17,0.44996,0.55427,0.71392
2013,8,18,0.51924,0.66756,0.84572
2013,8,19,0.73291,0.75894,1.05506
2013,8,20,0.75383,0.94465,1.20856
2013,8,21,0.44279,0.79025,0.90585
2013,8,22,0.51106,0.78181,0.93403
2013,8,23,0.74279,0.91391,1.1777
2013,8,24,0.93491,0.80961,1.23674
2013,8,25,1.02204,0.78592,1.28927
2013,8,26,0.8596,0.38977,0.94384
2013,8,27,1.24037,0.05888,1.24177
2013,8,28,1.65591,-0.1383,1.66167
2013,8,29,1.67008,-0.11063,1.67374
2013,8,30,1.4246,-0.4735,1.50123
2013,8,31,1.52621,-0.90557,1.77465
2013,9,1,1.46647,-1.06412,1.81187
2013,9,2,1.33463,-1.22681,1.81281
2013,9,3,1.20825,-1.09082,1.62781
2013,9,4,1.19789,-1.40292,1.84476
2013,9,5,1.20595,-1.54884,1.96296
2013,9,6,0.88581,-1.51899,1.75841
2013,9,7,0.66791,-1.28969,1.45238
2013,9,8,0.5258,-1.22722,1.33512
2013,9,9,0.40569,-0.85668,0.94788
2013,9,10,-0.02455,-0.82992,0.83029
2013,9,11,0.08741,-0.68712,0.69266
2013,9,12,-0.02238,-0.16523,0.16674
2013,9,13,-0.55699,-0.07846,0.56248
2013,9,14,-0.95249,0.16908,0.96738
2013,9,15,-1.23574,0.44578,1.31369
2013,9,16,-1.03349,0.48243,1.14054
2013,9,17,-0.68175,0.61054,0.91517
2013,9,18,-0.38055,0.83452,0.9172
2013,9,19,-0.52087,1.28574,1.38724
2013,9,20,-0.78265,1.36842,1.57643
2013,9,21,-0.91639,1.39904,1.67245
2013,9,22,-1.03025,1.40052,1.73864
2013,9,23,-0.82064,1.41761,1.638
2013,9,24,-0.42668,1.45702,1.51822
2013,9,25,-0.03605,1.66657,1.66696
2013,9,26,-0.24654,1.79586,1.81271
2013,9,27,-0.12167,1.48057,1.48556
2013,9,28,0.16399,1.40489,1.41443
2013,9,29,0.09683,1.31505,1.31861
2013,9,30,-0.10868,1.04833,1.05395
2013,10,1,0.09427,1.0261,1.03043
2013,10,2,0.23844,1.0761,1.10219
2013,10,3,0.13723,0.9699,0.97956
2013,10,4,-0.21248,1.19534,1.21408
2013,10,5,-0.07643,0.86634,0.8697
2013,10,6,0.11388,0.80505,0.81307
2013,10,7,0.18235,0.8219,0.84188
2013,10,8,0.48623,1.1862,1.28198
2013,10,9,0.54948,1.0635,1.19706
2013,10,10,0.67004,1.02722,1.22644
2013,10,11,0.6404,1.16944,1.33331
2013,10,12,0.9846,0.99267,1.39816
2013,10,13,0.89244,0.68942,1.12772
2013,10,14,0.84854,0.53483,1.00303
2013,10,15,1.22838,0.19545,1.24383
2013,10,16,1.32621,0.3602,1.37426
2013,10,17,1.39209,0.12617,1.3978
2013,10,18,1.28733,-0.17558,1.29925
2013,10,19,1.32946,0.086,1.33224
2013,10,20,0.839,0.2919,0.88833
2013,10,21,0.66102,0.13395,0.67445
2013,10,22,0.53432,0.42486,0.68264
2013,10,23,0.24651,0.62399,0.67092
2013,10,24,0.41833,0.49641,0.64917
2013,10,25,0.75283,0.41349,0.85892
2013,10,26,0.63517,0.11643,0.64575
2013,10,27,0.56777,0.01034,0.56786
2013,10,28,0.95894,0.077,0.96203
2013,10,29,1.54944,0.28218,1.57493
2013,10,30,2.02777,0.37767,2.06264
2013,10,31,2.15915,0.2144,2.16976
2013,11,1,2.04407,-0.13398,2.04845
2013,11,2,2.1383,-0.48951,2.19362
2013,11,3,1.73812,-0.70824,1.87688
2013,11,4,1.40342,-1.0528,1.75442
2013,11,5,1.04071,-0.73023,1.27134
2013,11,6,0.99116,-1.00735,1.4132
2013,11,7,0.9605,-1.18648,1.52653
2013,11,8,0.17997,-1.12032,1.13468
2013,11,9,-0.08928,-0.87468,0.87923
2013,11,10,-0.14331,-0.78053,0.79358
2013,11,11,-0.11886,-0.42933,0.44548
2013,11,12,-0.28735,-0.35596,0.45746
2013,11,13,-0.07293,-0.45566,0.46146
2013,11,14,0.12645,-0.46693,0.48375
2013,11,15,0.11428,-0.60312,0.61385
2013,11,16,0.61357,-0.5149,0.80099
2013,11,17,0.64363,-0.17516,0.66704
2013,11,18,0.53011,-0.16086,0.55398
2013,11,19,0.31933,-0.21033,0.38237
2013,11,20,0.54116,-0.27577,0.60738
2013,11,21,0.56092,-0.39673,0.68704
2013,11,22,0.32731,-0.46952,0.57235
2013,11,23,0.12446,-0.15818,0.20128
2013,11,24,0.08931,-0.03258,0.09507
2013,11,25,-0.34976,-0.06049,0.35495
2013,11,26,-0.33021,0.07469,0.33855
2013,11,27,-0.41338,0.49381,0.644
2013,11,28,-0.5082,0.56999,0.76365
2013,11,29,0.09614,0.7743,0.78025
2013,11,30,0.40337,0.28411,0.49339
2013,12,1,0.79701,-0.58729,0.99002
2013,12,2,1.00066,-0.89666,1.34362
2013,12,3,0.80053,-0.96018,1.25012
2013,12,4,0.3081,-0.82176,0.87762
2013,12,5,-0.3021,-1.00575,1.05015
2013,12,6,-0.12066,-0.86762,0.87597
2013,12,7,-0.19379,-0.87179,0.89307
2013,12,8,-0.37935,-1.27407,1.32934
2013,12,9,-0.71599,-1.40613,1.57792
2013,12,10,-0.57614,-1.42632,1.53829
2013,12,11,-0.72197,-1.32474,1.5087
2013,12,12,-0.51349,-1.0009,1.12493
2013,12,13,-0.8538,-0.79752,1.16833
2013,12,14,-0.78405,-0.81456,1.13059
2013,12,15,-0.94457,-0.41743,1.0327
2013,12,16,-0.89202,-0.27554,0.93361
2013,12,17,-0.69584,-0.087,0.70126
2013,12,18,-0.64573,0.00246,0.64574
2013,12,19,-0.69608,0.1678,0.71602
2013,12,20,-0.70278,0.49283,0.85836
2013,12,21,-0.70387,0.77714,1.04851
2013,12,22,-0.49676,0.63417,0.80557
2013,12,23,-0.31999,0.26783,0.41729
2013,12,24,-0.24143,0.35241,0.42718
2013,12,25,-0.57038,0.40459,0.6993
2013,12,26,-0.78902,0.65668,1.02654
2013,12,27,-1.10746,0.78634,1.35823
2013,12,28,-0.76094,0.70623,1.03817
2013,12,29,-0.65718,0.62967,0.91015
2013,12,30,-0.57652,0.78973,0.97777
2013,12,31,-0.56629,0.5736,0.80604
2014,1,1,-0.72435,0.41224,0.83344
2014,1,2,-0.91541,0.67141,1.13524
2014,1,3,-0.76488,0.89384,1.17643
2014,1,4,-0.47307,0.58385,0.75145
2014,1,5,-0.11045,0.38857,0.40396
2014,1,6,0.06658,0.44997,0.45487
2014,1,7,-0.04846,0.50532,0.50764
2014,1,8,-0.0722,0.48212,0.4875
2014,1,9,-0.18914,0.24623,0.31049
2014,1,10,-0.31417,-0.02819,0.31543
2014,1,11,-0.38073,-0.09945,0.3935
2014,1,12,-0.85771,0.04121,0.8587
2014,1,13,-1.16031,0.34458,1.2104
2014,1,14,-0.96113,0.20477,0.9827
2014,1,15,-1.06663,0.45624,1.16011
2014,1,16,-1.29029,0.75833,1.49663
2014,1,17,-1.00106,0.9163,1.3571
2014,1,18,-0.24225,0.93462,0.96551
2014,1,19,-0.02138,1.58185,1.58199
2014,1,20,-0.17546,1.78855,1.79714
2014,1,21,0.00135,1.73267,1.73267
2014,1,22,0.13012,1.62042,1.62564
2014,1,23,0.43409,1.66079,1.71658
2014,1,24,0.52908,1.66206,1.74424
2014,1,25,0.41799,1.26031,1.32782
2014,1,26,0.27134,1.30588,1.33377
2014,1,27,0.07284,1.03118,1.03375
2014,1,28,-0.06246,0.83813,0.84046
2014,1,29,-0.42336,0.95979,1.04902
2014,1,30,-0.56989,0.80837,0.98906
2014,1,31,-0.09558,0.83613,0.84158
2014,2,1,0.54156,1.02778,1.16173
2014,2,2,0.42621,0.93316,1.02588
2014,2,3,0.38191,0.61165,0.72109
2014,2,4,0.10641,0.2572,0.27835
2014,2,5,-0.16237,-0.37016,0.4042
2014,2,6,-0.6112,-0.36373,0.71124
2014,2,7,-1.0312,-0.37495,1.09725
2014,2,8,-1.05205,-0.09792,1.05659
2014,2,9,-1.2009,0.23466,1.22361
2014,2,10,-1.10479,0.26619,1.13641
2014,2,11,-0.80686,0.2793,0.85384
2014,2,12,-0.64464,0.67433,0.93289
2014,2,13,-0.45209,0.88134,0.99053
2014,2,14,-0.4772,1.0966,1.19593
2014,2,15,-0.27915,1.25851,1.28909
2014,2,16,-0.13044,1.49355,1.49923
2014,2,17,-0.22783,1.92903,1.94244
2014,2,18,-0.44153,2.06674,2.11338
2014,2,19,-0.29789,2.03402,2.05571
2014,2,20,-0.28527,1.98838,2.00874
2014,2,21,0.04134,1.53898,1.53953
2014,2,22,0.31399,1.16791,1.20938
2014,2,23,0.87365,0.83186,1.20633
2014,2,24,1.05961,0.94094,1.41709
2014,2,25,0.9958,0.77075,1.25923
2014,2,26,1.18708,0.8313,1.44922
2014,2,27,1.2619,1.03022,1.62904
2014,2,28,1.14478,0.89988,1.45613
2014,3,1,0.94722,0.76083,1.21495
2014,3,2,1.2663,0.78576,1.49028
2014,3,3,1.44521,0.82391,1.66356
2014,3,4,1.6068,0.88565,1.83472
2014,3,5,1.51701,0.70605,1.67327
2014,3,6,1.75429,0.50347,1.82511
2014,3,7,1.75562,0.36901,1.79398
2014,3,8,1.8108,0.29588,1.83482
2014,3,9,1.76705,0.16968,1.77517
2014,3,10,1.6413,-0.05826,1.64233
2014,3,11,1.29782,-0.37565,1.3511
2014,3,12,0.72547,-0.77163,1.05911
2014,3,13,0.74122,-0.98564,1.23325
2014,3,14,0.82151,-0.29358,0.87239
2014,3,15,0.4215,0.10805,0.43513
2014,3,16,0.19314,0.27894,0.33928
2014,3,17,0.02087,0.16353,0.16486
2014,3,18,-0.14061,-0.04935,0.14902
2014,3,19,-0.23901,0.13866,0.27632
2014,3,20,-0.14207,0.25535,0.29221
2014,3,21,0.0763,0.10787,0.13213
2014,3,22,0.45094,-0.15354,0.47636
2014,3,23,0.90618,-0.1296,0.9154
2014,3,24,1.15282,-0.07828,1.15547
2014,3,25,0.94539,0.06379,0.94753
2014,3,26,0.85082,-0.31297,0.90656
2014,3,27,0.82297,-0.51213,0.96931
2014,3,28,0.59144,-0.83782,1.02555
2014,3,29,0.40532,-0.91306,0.99898
2014,3,30,0.09058,-0.857,0.86178
2014,3,31,-0.18108,-0.97485,0.99153
2014,4,1,-0.62309,-1.20204,1.35394
2014,4,2,-0.25776,-1.59622,1.6169
2014,4,3,-0.56739,-1.30621,1.42412
2014,4,4,-0.9981,-1.18958,1.55284
2014,4,5,-1.17044,-1.18644,1.6666
2014,4,6,-1.39364,-0.2988,1.42531
2014,4,7,-1.67645,0.2365,1.69305
2014,4,8,-1.16213,0.40699,1.23134
2014,4,9,-1.0604,0.7337,1.28948
2014,4,10,-0.90243,0.81436,1.21555
2014,4,11,-0.32968,0.84262,0.90481
2014,4,12,-0.30388,0.94646,0.99405
2014,4,13,-0.23142,0.72232,0.75848
2014,4,14,-0.27751,0.83229,0.87734
2014,4,15,0.0603,0.96814,0.97002
2014,4,16,0.2328,0.94059,0.96897
2014,4,17,0.43927,0.93067,1.02913
2014,4,18,0.2114,0.72936,0.75938
2014,4,19,0.29714,0.7292,0.78742
2014,4,20,0.25323,0.61813,0.66799
2014,4,21,0.53043,0.6252,0.8199
2014,4,22,0.47519,0.64857,0.80402
2014,4,23,0.52371,0.58625,0.78611
2014,4,24,0.50428,0.49019,0.70327
2014,4,25,0.4975,0.24369,0.55398
2014,4,26,0.58882,0.34039,0.68012
2014,4,27,0.57032,0.36665,0.67801
2014,4,28,0.87586,0.49687,1.00698
2014,4,29,1.12328,0.67829,1.31219
2014,4,30,1.45896,0.67321,1.60679
2014,5,1,1.89514,0.75343,2.03942
2014,5,2,1.93671,0.74727,2.07587
2014,5,3,2.08186,0.18077,2.0897
2014,5,4,2.3201,-0.55387,2.38529
2014,5,5,2.54398,-0.78675,2.66285
2014,5,6,2.72703,-1.04247,2.91949
2014,5,7,2.52979,-1.50365,2.94292
2014,5,8,2.10577,-1.90826,2.84178
2014,5,9,1.39063,-1.69667,2.19375
2014,5,10,0.28686,-1.70009,1.72412
2014,5,11,-0.25652,-1.39763,1.42098
2014,5,12,-0.42995,-1.46676,1.52847
2014,5,13,-0.24559,-1.29185,1.31498
2014,5,14,-0.62841,-1.08269,1.25184
2014,5,15,-0.60831,-0.83439,1.03259
2014,5,16,-0.15878,-0.74075,0.75757
2014,5,17,-0.19776,-0.96576,0.9858
2014,5,18,-0.23154,-0.8288,0.86054
2014,5,19,0.1639,-0.93387,0.94814
2014,5,20,0.29603,-1.07055,1.11072
2014,5,21,0.35403,-0.79262,0.86809
2014,5,22,0.30947,-0.64551,0.71585
2014,5,23,0.2235,-0.75908,0.7913
2014,5,24,0.35425,-0.72945,0.81092
2014,5,25,0.4036,-0.6792,0.79007
2014,5,26,0.29761,-0.95928,1.00439
2014,5,27,0.23385,-1.37134,1.39114
2014,5,28,0.46655,-1.32383,1.40364
2014,5,29,0.18757,-1.25355,1.2675
2014,5,30,-0.10337,-1.28016,1.28433
2014,5,31,-0.1866,-1.43069,1.44281
2014,6,1,-0.25283,-1.35354,1.37695
2014,6,2,-0.37598,-0.95793,1.02907
2014,6,3,-0.28387,-0.84369,0.89017
2014,6,4,-0.4099,-0.30766,0.51252
2014,6,5,-0.54136,-0.06317,0.54503
2014,6,6,-0.42861,-0.04897,0.4314
2014,6,7,-0.33845,-0.25225,0.42212
2014,6,8,-0.79136,-0.6711,1.0376
2014,6,9,-0.95589,-0.28417,0.99723
2014,6,10,-1.25041,-0.01776,1.25054
2014,6,11,-1.80976,-0.02153,1.80989
2014,6,12,-1.96377,-0.31108,1.98826
2014,6,13,-1.95976,-0.46189,2.01345
2014,6,14,-1.76784,-0.36426,1.80498
2014,6,15,-1.8072,0.24506,1.82374
2014,6,16,-1.7289,0.24038,1.74553
2014,6,17,-1.43711,0.18043,1.44839
2014,6,18,-1.04728,0.40865,1.12419
2014,6,19,-1.02458,0.74624,1.26753
2014,6,20,-1.04989,0.94642,1.4135
2014,6,21,-0.77341,1.02783,1.28631
2014,6,22,-0.59008,1.31437,1.44076
2014,6,23,-0.67177,0.94523,1.15963
2014,6,24,-0.37724,0.94523,1.01773
2014,6,25,0.04249,0.79347,0.7946
2014,6,26,0.28015,0.92897,0.9703
2014,6,27,-0.10936,0.77794,0.78559
2014,6,28,-0.25748,0.77457,0.81624
2014,6,29,-0.17489,0.5946,0.61979
2014,6,30,-0.14472,0.24913,0.28811
2014,7,1,-0.11557,0.15581,0.19399
2014,7,2,-0.47381,0.50157,0.68997
2014,7,3,-0.53924,0.25975,0.59854
2014,7,4,-0.54903,-0.12611,0.56333
2014,7,5,-0.40668,-0.29257,0.50098
2014,7,6,-0.85045,-0.38733,0.9345
2014,7,7,-1.75724,-0.27245,1.77824
2014,7,8,-2.09168,-0.2287,2.10415
2014,7,9,-1.82221,0.42767,1.87173
2014,7,10,-1.7126,0.7501,1.86966
2014,7,11,-1.59313,1.30658,2.0604
2014,7,12,-1.47222,1.46454,2.07661
2014,7,13,-1.182,1.38968,1.82437
2014,7,14,-0.74759,1.44029,1.62276
2014,7,15,-0.49143,1.09225,1.19771
2014,7,16,-0.37235,1.10765,1.16856
2014,7,17,-0.51957,0.97856,1.10794
2014,7,18,-1.07927,0.89463,1.40185
2014,7,19,-1.08828,1.05822,1.51795
2014,7,20,-1.07223,1.0941,1.5319
2014,7,21,-1.46107,1.17482,1.87481
2014,7,22,-1.19342,1.64951,2.03596
2014,7,23,-1.00938,1.78777,2.05304
2014,7,24,-0.92201,1.69227,1.92714
2014,7,25,-0.46564,1.32278,1.40235
2014,7,26,-0.00199,1.36511,1.36511
2014,7,27,0.03973,1.5778,1.5783
2014,7,28,0.42585,1.31239,1.37975
2014,7,29,0.54905,0.62463,0.83163
2014,7,30,0.7366,0.25173,0.77843
2014,7,31,0.55439,0.06258,0.55791
2014,8,1,0.33842,-0.44288,0.55738
2014,8,2,0.14719,-0.92173,0.9334
2014,8,3,0.23166,-1.08625,1.11068
2014,8,4,0.32347,-0.92219,0.97727
2014,8,5,0.67989,-0.79673,1.04739
2014,8,6,0.39008,-0.84763,0.93308
2014,8,7,0.27632,-1.00048,1.03794
2014,8,8,-0.16619,-0.96308,0.97731
2014,8,9,-0.04204,-1.27989,1.28058
2014,8,10,0.05669,-1.2526,1.25389
2014,8,11,0.02846,-1.07035,1.07073
2014,8,12,0.18796,-0.95802,0.97629
2014,8,13,0.38378,-0.96205,1.03578
2014,8,14,0.53373,-0.70373,0.88324
2014,8,15,0.56988,-0.57292,0.80808
2014,8,16,0.49026,-0.66619,0.82714
2014,8,17,0.71682,-0.72832,1.0219
2014,8,18,1.18288,-0.54506,1.30242
2014,8,19,1.3163,-0.62133,1.45557
2014,8,20,1.0348,-0.67115,1.23339
2014,8,21,0.92283,-1.07315,1.41537
2014,8,22,1.12324,-1.33305,1.74318
2014,8,23,1.05924,-1.46412,1.80711
2014,8,24,0.86479,-1.55316,1.77769
2014,8,25,0.45406,-1.35817,1.43206
2014,8,26,0.13764,-1.29553,1.30283
2014,8,27,-0.35905,-1.12955,1.18525
2014,8,28,-0.2719,-0.80821,0.85272
2014,8,29,-0.44077,-0.67445,0.8057
2014,8,30,-0.44604,-0.78243,0.90063
2014,8,31,-0.54788,-0.85274,1.01357
2014,9,1,-0.73178,-0.59005,0.94003
2014,9,2,-1.11727,-0.42788,1.1964
2014,9,3,-1.22124,-0.45857,1.3045
2014,9,4,-1.32572,-0.41612,1.38949
2014,9,5,-1.23496,-0.36358,1.28737
2014,9,6,-0.82033,-0.19399,0.84295
2014,9,7,-0.70068,-0.01053,0.70076
2014,9,8,-0.57952,0.08298,0.58543
2014,9,9,-0.39332,0.30831,0.49975
2014,9,10,-0.16643,0.39222,0.42607
2014,9,11,0.14369,0.50349,0.52359
2014,9,12,0.53262,0.31107,0.6168
2014,9,13,0.87763,0.15247,0.89078
2014,9,14,0.96783,-0.3064,1.01517
2014,9,15,1.07033,-0.3009,1.11182
2014,9,16,1.02732,-0.28857,1.06708
2014,9,17,0.8677,-0.70488,1.11792
2014,9,18,0.82257,-0.43748,0.93168
2014,9,19,0.6422,-0.32071,0.71783
2014,9,20,0.63383,-0.7107,0.95228
2014,9,21,0.63293,-0.68004,0.92901
2014,9,22,0.38887,-0.1591,0.42016
2014,9,23,0.24859,-0.3806,0.45459
2014,9,24,0.18312,-0.47511,0.50918
2014,9,25,0.37738,-0.37419,0.53145
2014,9,26,0.25679,0.06009,0.26373
2014,9,27,-0.09858,0.15247,0.18156
2014,9,28,-0.10893,-0.21598,0.24189
2014,9,29,-0.19054,0.10492,0.21752
2014,9,30,0.03993,-0.10182,0.10937
2014,10,1,0.13976,0.04269,0.14613
2014,10,2,-0.02627,0.09984,0.10324
2014,10,3,-0.10648,-0.05395,0.11936
2014,10,4,0.14938,-0.1235,0.19382
2014,10,5,0.26916,0.20568,0.33875
2014,10,6,0.29166,0.47877,0.56061
2014,10,7,0.41832,0.39741,0.577
2014,10,8,0.5844,0.41961,0.71944
2014,10,9,0.90829,0.44017,1.00933
2014,10,10,0.91932,0.48593,1.03984
2014,10,11,0.91728,0.50793,1.04852
2014,10,12,1.22922,0.28961,1.26288
2014,10,13,1.44265,0.19794,1.45617
2014,10,14,1.42088,-0.33057,1.45883
2014,10,15,1.31618,-0.65456,1.46996
2014,10,16,1.35046,-0.8102,1.57486
2014,10,17,1.62893,-0.96782,1.89475
2014,10,18,1.79335,-1.25141,2.18681
2014,10,19,1.65355,-1.39046,2.16046
2014,10,20,1.24962,-1.08638,1.65582
2014,10,21,0.81286,-0.84672,1.17374
2014,10,22,0.74647,-0.87622,1.15108
2014,10,23,0.89855,-0.92074,1.28653
2014,10,24,1.04315,-0.92803,1.39621
2014,10,25,0.92429,-0.84972,1.25552
2014,10,26,0.69213,-0.6944,0.98042
2014,10,27,0.07572,-0.6264,0.63096
2014,10,28,0.09251,-0.72861,0.73446
2014,10,29,0.20652,-0.44759,0.49294
2014,10,30,0.31251,-0.59233,0.66972
2014,10,31,0.28943,-0.51875,0.59403
2014,11,1,0.02023,-0.4597,0.46015
2014,11,2,0.16779,-0.39369,0.42796
2014,11,3,0.06633,-0.12664,0.14296
2014,11,4,-0.13617,0.10952,0.17475
2014,11,5,-0.09047,0.30863,0.32162
2014,11,6,0.39011,0.43159,0.58177
2014,11,7,0.91827,0.29466,0.96439
2014,11,8,1.23986,-0.12073,1.24572
2014,11,9,1.83231,0.05395,1.8331
2014,11,10,1.74306,-0.04262,1.74358
2014,11,11,2.18773,-0.47419,2.23853
2014,11,12,2.17724,-0.56892,2.25034
2014,11,13,1.82037,-0.78838,1.98376
2014,11,14,1.48916,-0.94157,1.76186
2014,11,15,1.24754,-1.1197,1.67633
2014,11,16,0.92378,-1.02903,1.38285
2014,11,17,0.80004,-0.98481,1.26882
2014,11,18,0.46373,-1.02962,1.12923
2014,11,19,0.21857,-1.19852,1.21829
2014,11,20,-0.09077,-1.43338,1.43625
2014,11,21,-0.40222,-1.48092,1.53457
2014,11,22,-0.70485,-1.42201,1.58711
2014,11,23,-0.44951,-1.13405,1.21989
2014,11,24,-0.54964,-1.32639,1.43576
2014,11,25,-0.73677,-1.61673,1.7767
2014,11,26,-1.16433,-1.57359,1.95752
2014,11,27,-1.25126,-1.2025,1.73541
2014,11,28,-1.5233,-0.6334,1.64974
2014,11,29,-1.94108,-0.41878,1.98574
2014,11,30,-2.13195,0.11061,2.13482
2014,12,1,-2.05888,0.61153,2.14778
2014,12,2,-1.48504,0.92034,1.7471
2014,12,3,-1.02718,1.30157,1.65806
2014,12,4,-0.66256,1.34908,1.503
2014,12,5,-0.39775,1.55316,1.60329
2014,12,6,-0.07356,1.58187,1.58358
2014,12,7,0.17072,1.63068,1.63959
2014,12,8,0.35928,1.39413,1.43968
2014,12,9,0.74306,0.85802,1.13505
2014,12,10,0.5559,0.34989,0.65685
2014,12,11,0.86196,0.58832,1.04359
2014,12,12,0.92893,0.59491,1.1031
2014,12,13,0.62337,0.46645,0.77856
2014,12,14,0.41884,0.31007,0.52112
2014,12,15,-0.05253,0.12356,0.13427
2014,12,16,-0.25946,-0.00473,0.25951
2014,12,17,-0.50261,-0.76154,0.91244
2014,12,18,-0.30592,-0.75524,0.81485
2014,12,19,-0.79479,-0.37351,0.87818
2014,12,20,-0.91972,-0.54722,1.0702
2014,12,21,-1.08303,-0.6945,1.28658
2014,12,22,-0.94475,-0.89953,1.30449
2014,12,23,-0.99266,-1.03637,1.43507
2014,12,24,-1.15026,-1.00142,1.5251
2014,12,25,-1.385,-0.47259,1.46341
2014,12,26,-1.43338,-0.20917,1.44856
2014,12,27,-1.23249,-0.09418,1.23608
2014,12,28,-1.27438,0.14791,1.28293
2014,12,29,-1.26244,-0.14468,1.2707
2014,12,30,-1.68559,0.05606,1.68652
2014,12,31,-1.77428,0.01492,1.77434
2015,1,1,-1.57857,0.35175,1.61729
2015,1,2,-1.38449,0.50097,1.47233
2015,1,3,-1.27605,0.77423,1.49256
2015,1,4,-1.29483,1.19065,1.75904
2015,1,5,-1.28861,1.49649,1.97484
2015,1,6,-2.08271,1.60173,2.6274
2015,1,7,-2.04985,1.41028,2.48813
2015,1,8,-1.71912,2.10036,2.7142
2015,1,9,-1.32025,2.42598,2.76196
2015,1,10,-0.93599,2.3092,2.49168
2015,1,11,-0.50276,2.34114,2.39451
2015,1,12,-0.3357,1.84339,1.87371
2015,1,13,-0.18045,1.58774,1.59796
2015,1,14,0.27337,1.26091,1.29021
2015,1,15,0.62211,1.14731,1.30512
2015,1,16,0.81669,1.13865,1.40125
2015,1,17,0.4794,1.02141,1.12832
2015,1,18,0.48781,0.79789,0.93519
2015,1,19,0.20741,1.10036,1.11974
2015,1,20,0.21419,1.3636,1.38032
2015,1,21,0.0996,1.52277,1.52602
2015,1,22,0.14216,1.12132,1.1303
2015,1,23,0.28019,1.06393,1.1002
2015,1,24,0.14947,0.67587,0.6922
