Year,Month,Day,OMI1,OMI2,Amplitude
1996,1,10,0.24635,-1.68908,1.70695
1996,1,11,0.28932,-1.79572,1.81888
1996,1,12,0.33555,-1.84772,1.87795
1996,1,13,0.38458,-1.84038,1.88013
1996,1,14,0.43686,-1.77167,1.82474
1996,1,15,0.49336,-1.64234,1.71485
1996,1,16,0.55496,-1.4559,1.55808
1996,1,17,0.62216,-1.21843,1.36808
1996,1,18,0.69481,-0.93835,1.16759
1996,1,19,0.77218,-0.626,0.99405
1996,1,20,0.85309,-0.29314,0.90205
1996,1,21,0.93621,0.04768,0.93743
1996,1,22,1.02015,0.38373,1.08993
1996,1,23,1.10346,0.7028,1.30826
1996,1,24,1.18448,0.99386,1.54621
1996,1,25,1.261,1.24766,1.77391
1996,1,26,1.32995,1.45724,1.9729
1996,1,27,1.38731,1.61831,2.13156
1996,1,28,1.42819,1.72942,2.2429
1996,1,29,1.44712,1.79203,2.30337
1996,1,30,1.4386,1.81023,2.31225
1996,1,31,1.39776,1.79025,2.27129
1996,2,1,1.32124,1.73943,2.18433
1996,2,2,1.20854,1.66456,2.05702
1996,2,3,1.0644,1.56955,1.89643
1996,2,4,0.90208,1.45348,1.71066
1996,2,5,0.74411,1.31223,1.50852
1996,2,6,0.61452,1.14466,1.29919
1996,2,7,0.52593,0.95701,1.092
1996,2,8,0.4757,0.75998,0.89659
1996,2,9,0.45285,0.56392,0.72325
1996,2,10,0.44558,0.37675,0.58351
1996,2,11,0.44449,0.20409,0.48911
1996,2,12,0.44289,0.04998,0.44571
1996,2,13,0.43603,-0.08261,0.44379
1996,2,14,0.42031,-0.19123,0.46177
1996,2,15,0.39276,-0.27368,0.4787
1996,2,16,0.3507,-0.32778,0.48003
1996,2,17,0.29171,-0.35143,0.45672
1996,2,18,0.21353,-0.34298,0.40402
1996,2,19,0.11401,-0.30211,0.32291
1996,2,20,-0.00952,-0.23152,0.23171
1996,2,21,-0.16133,-0.14006,0.21364
1996,2,22,-0.34873,-0.04805,0.35202
1996,2,23,-0.57979,0.00963,0.57987
1996,2,24,-0.85191,0.00291,0.85191
1996,2,25,-1.14799,-0.05365,1.14925
1996,2,26,-1.45318,-0.1165,1.45785
1996,2,27,-1.75722,-0.15709,1.76423
1996,2,28,-2.04826,-0.1657,2.05495
1996,2,29,-2.31261,-0.14223,2.31698
1996,3,1,-2.53665,-0.09167,2.5383
1996,3,2,-2.70851,-0.01709,2.70856
1996,3,3,-2.81862,0.0649,2.81936
1996,3,4,-2.86159,0.14095,2.86505
1996,3,5,-2.83623,0.19717,2.84308
1996,3,6,-2.74559,0.22051,2.75443
1996,3,7,-2.59651,0.20005,2.60421
1996,3,8,-2.39864,0.12809,2.40206
1996,3,9,-2.1629,0.00093,2.1629
1996,3,10,-1.89937,-0.18086,1.90796
1996,3,11,-1.61421,-0.41243,1.66607
1996,3,12,-1.30512,-0.68423,1.4736
1996,3,13,-0.95507,-0.97883,1.36758
1996,3,14,-0.53071,-1.25908,1.36636
1996,3,15,-0.01698,-1.45363,1.45373
1996,3,16,0.51115,-1.50615,1.59052
1996,3,17,0.94822,-1.45665,1.73808
1996,3,18,1.26907,-1.37194,1.86889
1996,3,19,1.49386,-1.27902,1.96659
1996,3,20,1.6447,-1.17888,2.02356
1996,3,21,1.73875,-1.06496,2.03897
1996,3,22,1.79007,-0.93069,2.01755
1996,3,23,1.81099,-0.7721,1.96872
1996,3,24,1.8123,-0.58864,1.9055
1996,3,25,1.80269,-0.38305,1.84294
1996,3,26,1.78807,-0.16088,1.7953
1996,3,27,1.77096,0.07034,1.77235
1996,3,28,1.75018,0.30201,1.77605
1996,3,29,1.72104,0.52539,1.79944
1996,3,30,1.6759,0.73225,1.82889
1996,3,31,1.60528,0.91521,1.84785
1996,4,1,1.49855,1.06867,1.84057
1996,4,2,1.34794,1.18495,1.79473
1996,4,3,1.14934,1.25614,1.7026
1996,4,4,0.90557,1.27257,1.56189
1996,4,5,0.62879,1.22414,1.37619
1996,4,6,0.33989,1.10454,1.15565
1996,4,7,0.06314,0.91667,0.91884
1996,4,8,-0.18152,0.67453,0.69852
1996,4,9,-0.38274,0.39968,0.55339
1996,4,10,-0.53651,0.1157,0.54884
1996,4,11,-0.64234,-0.15578,0.66096
1996,4,12,-0.70045,-0.39671,0.80499
1996,4,13,-0.7106,-0.59307,0.92557
1996,4,14,-0.67232,-0.73493,0.99606
1996,4,15,-0.58569,-0.81643,1.00478
1996,4,16,-0.45213,-0.83578,0.95023
1996,4,17,-0.27516,-0.79508,0.84135
1996,4,18,-0.06075,-0.70005,0.70268
1996,4,19,0.18253,-0.55942,0.58844
1996,4,20,0.44366,-0.38415,0.58686
1996,4,21,0.70959,-0.18648,0.73368
1996,4,22,0.9658,0.0211,0.96603
1996,4,23,1.19713,0.22685,1.21844
1996,4,24,1.38865,0.42038,1.45089
1996,4,25,1.52669,0.59311,1.63785
1996,4,26,1.5999,0.73821,1.762
1996,4,27,1.60028,0.85037,1.81218
1996,4,28,1.52408,0.92538,1.78301
1996,4,29,1.37242,0.96001,1.67486
1996,4,30,1.14559,0.95519,1.49157
1996,5,1,0.86389,0.90693,1.25253
1996,5,2,0.53819,0.81701,0.97835
1996,5,3,0.1852,0.69118,0.71556
1996,5,4,-0.17825,0.53926,0.56796
1996,5,5,-0.53653,0.37414,0.65409
1996,5,6,-0.87594,0.20963,0.90067
1996,5,7,-1.18496,0.05834,1.1864
1996,5,8,-1.45429,-0.07022,1.45598
1996,5,9,-1.67693,-0.1707,1.6856
1996,5,10,-1.84836,-0.24229,1.86417
1996,5,11,-1.96657,-0.28822,1.98758
1996,5,12,-2.0321,-0.3147,2.05632
1996,5,13,-2.04772,-0.32942,2.07405
1996,5,14,-2.01799,-0.33985,2.0464
1996,5,15,-1.94856,-0.35178,1.98006
1996,5,16,-1.84561,-0.36865,1.88207
1996,5,17,-1.71531,-0.39192,1.75952
1996,5,18,-1.56348,-0.42233,1.61952
1996,5,19,-1.39538,-0.46108,1.46959
1996,5,20,-1.21559,-0.51026,1.31834
1996,5,21,-1.02789,-0.57209,1.17637
1996,5,22,-0.83523,-0.6478,1.05701
1996,5,23,-0.63951,-0.73662,0.97549
1996,5,24,-0.44144,-0.83509,0.94459
1996,5,25,-0.24042,-0.93707,0.96742
1996,5,26,-0.03465,-1.03393,1.03451
1996,5,27,0.17846,-1.11499,1.12918
1996,5,28,0.40151,-1.16814,1.23522
1996,5,29,0.63587,-1.18042,1.34079
1996,5,30,0.88007,-1.13886,1.43928
1996,5,31,1.12795,-1.03196,1.52879
1996,6,1,1.36724,-0.85221,1.61109
1996,6,2,1.58013,-0.59973,1.69012
1996,6,3,1.74701,-0.28523,1.77014
1996,6,4,1.85246,0.07066,1.85381
1996,6,5,1.88963,0.44253,1.94076
1996,6,6,1.85995,0.80645,2.02726
1996,6,7,1.76954,1.14347,2.10685
1996,6,8,1.62572,1.43989,2.1717
1996,6,9,1.43519,1.68603,2.21415
1996,6,10,1.20382,1.87493,2.22813
1996,6,11,0.9372,2.00169,2.21023
1996,6,12,0.64136,2.06313,2.16052
1996,6,13,0.32339,2.05774,2.08299
1996,6,14,-0.00812,1.98572,1.98574
1996,6,15,-0.34293,1.84907,1.8806
1996,6,16,-0.66935,1.65162,1.7821
1996,6,17,-0.97454,1.39906,1.70502
1996,6,18,-1.24519,1.09892,1.66076
1996,6,19,-1.46816,0.76048,1.65343
1996,6,20,-1.63129,0.39467,1.67835
1996,6,21,-1.72416,0.01388,1.72421
1996,6,22,-1.73875,-0.36821,1.77731
1996,6,23,-1.67,-0.73683,1.82533
1996,6,24,-1.51638,-1.07634,1.85955
1996,6,25,-1.28035,-1.3704,1.87545
1996,6,26,-0.96905,-1.60237,1.8726
1996,6,27,-0.59511,-1.75602,1.85411
1996,6,28,-0.17751,-1.81718,1.82582
1996,6,29,0.25835,-1.7765,1.79518
1996,6,30,0.68239,-1.63302,1.76986
1996,7,1,1.06424,-1.39675,1.756
1996,7,2,1.37905,-1.08819,1.75668
1996,7,3,1.61172,-0.73412,1.77104
1996,7,4,1.75756,-0.36199,1.79445
1996,7,5,1.81982,0.0045,1.81982
1996,7,6,1.8062,0.34722,1.83928
1996,7,7,1.72605,0.65366,1.84568
1996,7,8,1.58873,0.916,1.83388
1996,7,9,1.40297,1.13007,1.80149
1996,7,10,1.17682,1.29448,1.74945
1996,7,11,0.91787,1.40981,1.68228
1996,7,12,0.63357,1.47815,1.60821
1996,7,13,0.3315,1.50258,1.53871
1996,7,14,0.01954,1.48679,1.48692
1996,7,15,-0.29401,1.43485,1.46467
1996,7,16,-0.60057,1.35085,1.47834
1996,7,17,-0.89138,1.23877,1.52614
1996,7,18,-1.15778,1.10237,1.59865
1996,7,19,-1.39151,0.94529,1.68222
1996,7,20,-1.58506,0.77121,1.76272
1996,7,21,-1.73206,0.58415,1.82792
1996,7,22,-1.82766,0.38876,1.86855
1996,7,23,-1.86894,0.19027,1.8786
1996,7,24,-1.85518,-0.0058,1.85519
1996,7,25,-1.78785,-0.19425,1.79837
1996,7,26,-1.67047,-0.37076,1.71112
1996,7,27,-1.50815,-0.53217,1.59929
1996,7,28,-1.30726,-0.67641,1.47189
1996,7,29,-1.07522,-0.80211,1.34145
1996,7,30,-0.82038,-0.90841,1.22402
1996,7,31,-0.55214,-0.99457,1.13755
1996,8,1,-0.27995,-1.06101,1.09732
1996,8,2,-0.01368,-1.10795,1.10803
1996,8,3,0.23717,-1.13592,1.16042
1996,8,4,0.46415,-1.1455,1.23596
1996,8,5,0.6604,-1.13696,1.31485
1996,8,6,0.82114,-1.11017,1.38085
1996,8,7,0.94384,-1.06451,1.42268
1996,8,8,1.02834,-0.99922,1.43385
1996,8,9,1.07667,-0.91377,1.41216
1996,8,10,1.0928,-0.8083,1.35925
1996,8,11,1.08209,-0.68405,1.28017
1996,8,12,1.05078,-0.54356,1.18305
1996,8,13,1.00534,-0.39075,1.07861
1996,8,14,0.95186,-0.23074,0.97942
1996,8,15,0.89559,-0.06942,0.89827
1996,8,16,0.84065,0.08701,0.84515
1996,8,17,0.79,0.2327,0.82356
1996,8,18,0.74552,0.36264,0.82904
1996,8,19,0.70837,0.47313,0.85184
1996,8,20,0.67912,0.56203,0.88153
1996,8,21,0.65773,0.62887,0.90999
1996,8,22,0.64317,0.67469,0.93213
1996,8,23,0.63304,0.70188,0.94518
1996,8,24,0.62336,0.71378,0.94766
1996,8,25,0.60883,0.71441,0.93865
1996,8,26,0.58347,0.70805,0.91748
1996,8,27,0.54144,0.69889,0.88409
1996,8,28,0.47786,0.69065,0.83985
1996,8,29,0.38944,0.68611,0.78893
1996,8,30,0.27493,0.68674,0.73973
1996,8,31,0.13527,0.6924,0.70549
1996,9,1,-0.02642,0.7012,0.70169
1996,9,2,-0.20502,0.70962,0.73864
1996,9,3,-0.39381,0.71294,0.81448
1996,9,4,-0.58479,0.70586,0.91664
1996,9,5,-0.76922,0.68336,1.02892
1996,9,6,-0.93818,0.64154,1.13656
1996,9,7,-1.08323,0.57841,1.22799
1996,9,8,-1.19712,0.49429,1.29515
1996,9,9,-1.27452,0.3917,1.33335
1996,9,10,-1.31247,0.27497,1.34097
1996,9,11,-1.31065,0.14954,1.31916
1996,9,12,-1.27115,0.02123,1.27133
1996,9,13,-1.19806,-0.10415,1.20258
1996,9,14,-1.09688,-0.22111,1.11895
1996,9,15,-0.97394,-0.32459,1.02661
1996,9,16,-0.83589,-0.41004,0.93105
1996,9,17,-0.68936,-0.47357,0.83636
1996,9,18,-0.54065,-0.5123,0.74482
1996,9,19,-0.39549,-0.52468,0.65704
1996,9,20,-0.25878,-0.51087,0.57267
1996,9,21,-0.13421,-0.473,0.49167
1996,9,22,-0.02397,-0.41515,0.41584
1996,9,23,0.07147,-0.3431,0.35046
1996,9,24,0.1534,-0.26382,0.30518
1996,9,25,0.22453,-0.1849,0.29087
1996,9,26,0.28851,-0.11383,0.31016
1996,9,27,0.34922,-0.05744,0.35391
1996,9,28,0.41011,-0.02138,0.41066
1996,9,29,0.47367,-0.00961,0.47377
1996,9,30,0.54116,-0.02412,0.54169
1996,10,1,0.61251,-0.06454,0.6159
1996,10,2,0.68668,-0.12802,0.69851
1996,10,3,0.76213,-0.20902,0.79027
1996,10,4,0.8375,-0.29924,0.88936
1996,10,5,0.91233,-0.38761,0.99125
1996,10,6,0.98733,-0.4603,1.08935
1996,10,7,1.06374,-0.50142,1.17599
1996,10,8,1.14024,-0.49595,1.24343
1996,10,9,1.20775,-0.43809,1.28476
1996,10,10,1.24882,-0.34162,1.2947
1996,10,11,1.24843,-0.23457,1.27028
1996,10,12,1.20344,-0.13711,1.21123
1996,10,13,1.11924,-0.05204,1.12045
1996,10,14,1.00404,0.02759,1.00441
1996,10,15,0.86684,0.11019,0.87382
1996,10,16,0.71712,0.20189,0.745
1996,10,17,0.5643,0.30559,0.64173
1996,10,18,0.41697,0.42104,0.59257
1996,10,19,0.28208,0.54529,0.61393
1996,10,20,0.1642,0.67342,0.69315
1996,10,21,0.01523,0.80437,0.80452
1996,10,22,-0.13212,0.91214,0.92166
1996,10,23,-0.2776,0.99124,1.02938
1996,10,24,-0.42159,1.03741,1.11981
1996,10,25,-0.56484,1.0478,1.19035
1996,10,26,-0.70801,1.02102,1.24248
1996,10,27,-0.85135,0.95722,1.28104
1996,10,28,-0.99432,0.85796,1.3133
1996,10,29,-1.13528,0.72617,1.34766
1996,10,30,-1.27139,0.5659,1.39165
1996,10,31,-1.39855,0.38216,1.44983
1996,11,1,-1.51159,0.18067,1.52235
1996,11,2,-1.60454,-0.03239,1.60487
1996,11,3,-1.67109,-0.25064,1.68978
1996,11,4,-1.7051,-0.46769,1.76808
1996,11,5,-1.70121,-0.67742,1.83112
1996,11,6,-1.65536,-0.87413,1.87198
1996,11,7,-1.56533,-1.05272,1.88639
1996,11,8,-1.4311,-1.20882,1.87331
1996,11,9,-1.25505,-1.33887,1.83513
1996,11,10,-1.04198,-1.44021,1.77762
1996,11,11,-0.90618,-1.45538,1.71443
1996,11,12,-0.74771,-1.4706,1.64976
1996,11,13,-0.57178,-1.4874,1.59351
1996,11,14,-0.38376,-1.50502,1.55318
1996,11,15,-0.18764,-1.52005,1.53158
1996,11,16,0.01622,-1.52586,1.52595
1996,11,17,0.23387,-1.51106,1.52905
1996,11,18,0.48058,-1.45451,1.53185
1996,11,19,0.77398,-1.31543,1.52624
1996,11,20,1.08298,-1.04799,1.50702
1996,11,21,1.29212,-0.70712,1.47295
1996,11,22,1.36549,-0.41455,1.42703
1996,11,23,1.3628,-0.19286,1.37638
1996,11,24,1.33149,-0.01417,1.33157
1996,11,25,1.29719,0.145,1.30527
1996,11,26,1.27552,0.29751,1.30976
1996,11,27,1.27703,0.44863,1.35354
1996,11,28,1.30835,0.59868,1.43882
1996,11,29,1.37218,0.74503,1.5614
1996,11,30,1.46711,0.88358,1.71264
1996,12,1,1.58767,1.01022,1.88182
1996,12,2,1.7248,1.12191,2.05758
1996,12,3,1.86661,1.21766,2.22866
1996,12,4,1.99937,1.29896,2.38428
1996,12,5,2.10857,1.36992,2.51451
1996,12,6,2.17992,1.43675,2.61081
1996,12,7,2.20006,1.50681,2.6666
1996,12,8,2.15708,1.58702,2.67799
1996,12,9,2.04084,1.68186,2.64456
1996,12,10,1.84352,1.79102,2.57027
1996,12,11,1.5607,1.90729,2.46446
1996,12,12,1.19347,2.01578,2.34259
1996,12,13,0.75111,2.09578,2.22631
1996,12,14,0.25265,2.12611,2.14107
1996,12,15,-0.27482,2.09187,2.10984
1996,12,16,-0.80113,1.9888,2.14409
1996,12,17,-1.29829,1.82262,2.23774
1996,12,18,-1.74361,1.60504,2.36988
1996,12,19,-2.12026,1.3496,2.51335
1996,12,20,-2.41682,1.06901,2.64269
1996,12,21,-2.62667,0.77394,2.73831
1996,12,22,-2.74761,0.47276,2.78799
1996,12,23,-2.78159,0.17169,2.78689
1996,12,24,-2.73429,-0.12481,2.73713
1996,12,25,-2.61458,-0.41347,2.64707
1996,12,26,-2.4339,-0.69172,2.53029
1996,12,27,-2.2054,-0.95712,2.40413
1996,12,28,-1.94319,-1.20698,2.28753
1996,12,29,-1.66154,-1.43824,2.19755
1996,12,30,-1.37418,-1.64751,2.14538
1996,12,31,-1.13999,-1.80233,2.1326
1997,1,1,-0.87479,-1.9708,2.15622
1997,1,2,-0.64961,-2.09818,2.19644
1997,1,3,-0.45455,-2.19566,2.24222
1997,1,4,-0.29254,-2.26244,2.28127
1997,1,5,-0.16504,-2.29896,2.30487
1997,1,6,-0.07211,-2.30675,2.30788
1997,1,7,-0.01228,-2.28795,2.28798
1997,1,8,0.01781,-2.24463,2.2447
1997,1,9,0.02371,-2.17836,2.17849
1997,1,10,0.0129,-2.09004,2.09008
1997,1,11,-0.00584,-1.98013,1.98014
1997,1,12,-0.02338,-1.84913,1.84928
1997,1,13,-0.03126,-1.69802,1.69831
1997,1,14,-0.02257,-1.52863,1.5288
1997,1,15,0.00741,-1.34371,1.34373
1997,1,16,0.06088,-1.14694,1.14856
1997,1,17,0.1374,-0.94282,0.95278
1997,1,18,0.23414,-0.73654,0.77286
1997,1,19,0.34633,-0.53388,0.63638
1997,1,20,0.46794,-0.34116,0.5791
1997,1,21,0.59238,-0.165,0.61493
1997,1,22,0.71326,-0.01204,0.71336
1997,1,23,0.82485,0.11147,0.83235
1997,1,24,0.9226,0.20031,0.94409
1997,1,25,1.00328,0.25088,1.03417
1997,1,26,1.06517,0.26182,1.09687
1997,1,27,1.10817,0.23441,1.13269
1997,1,28,1.13393,0.17279,1.14701
1997,1,29,1.14598,0.08401,1.14905
1997,1,30,1.14988,-0.02211,1.15009
1997,1,31,1.15313,-0.1332,1.1608
1997,2,1,1.16473,-0.23445,1.18809
1997,2,2,1.19383,-0.30897,1.23316
1997,2,3,1.24686,-0.33881,1.29207
1997,2,4,1.32313,-0.30865,1.35866
1997,2,5,1.41214,-0.21218,1.42799
1997,2,6,1.49804,-0.05572,1.49908
1997,2,7,1.56905,0.14772,1.57599
1997,2,8,1.62163,0.38734,1.66725
1997,2,9,1.65776,0.65683,1.78315
1997,2,10,1.68129,0.95126,1.93174
1997,2,11,1.69575,1.26418,2.11512
1997,2,12,1.70331,1.58654,2.32774
1997,2,13,1.70417,1.90696,2.55747
1997,2,14,1.69612,2.21263,2.78793
1997,2,15,1.67434,2.49062,3.0011
1997,2,16,1.63137,2.7292,3.1796
1997,2,17,1.55718,2.91885,3.30825
1997,2,18,1.43928,3.05316,3.3754
1997,2,19,1.26252,3.12867,3.3738
1997,2,20,1.00852,3.14347,3.30129
1997,2,21,0.65556,3.09244,3.16116
1997,2,22,0.18523,2.9567,2.9625
1997,2,23,-0.38403,2.6931,2.72034
1997,2,24,-0.93999,2.26893,2.45594
1997,2,25,-1.33876,1.74166,2.19674
1997,2,26,-1.56034,1.21111,1.97521
1997,2,27,-1.67243,0.72754,1.82382
1997,2,28,-1.7374,0.30367,1.76374
1997,3,1,-1.78961,0.01141,1.78965
1997,3,2,-1.86507,-0.26267,1.88348
1997,3,3,-1.95571,-0.46943,2.01126
1997,3,4,-2.05945,-0.60689,2.14701
1997,3,5,-2.17127,-0.67744,2.2745
1997,3,6,-2.28479,-0.68838,2.38623
1997,3,7,-2.39339,-0.65191,2.48058
1997,3,8,-2.49121,-0.58486,2.55894
1997,3,9,-2.57362,-0.50826,2.62332
1997,3,10,-2.63721,-0.44712,2.67485
1997,3,11,-2.67874,-0.43098,2.71319
1997,3,12,-2.69178,-0.49553,2.73701
1997,3,13,-2.65878,-0.68354,2.74524
1997,3,14,-2.53665,-1.0318,2.73846
1997,3,15,-2.26329,-1.50937,2.72042
1997,3,16,-1.8464,-1.96798,2.69854
1997,3,17,-1.38819,-2.29671,2.68365
1997,3,18,-0.95003,-2.51452,2.688
1997,3,19,-0.53415,-2.66913,2.72205
1997,3,20,-0.13137,-2.7876,2.79069
1997,3,21,0.26205,-2.87905,2.89095
1997,3,22,0.64404,-2.94242,3.01208
1997,3,23,1.00914,-2.97139,3.13808
1997,3,24,1.35049,-2.95724,3.25101
1997,3,25,1.66108,-2.89079,3.33405
1997,3,26,1.93442,-2.7639,3.3736
1997,3,27,2.16476,-2.57057,3.36066
1997,3,28,2.34704,-2.3077,3.29152
1997,3,29,2.47653,-1.97575,3.16809
1997,3,30,2.54837,-1.57895,2.99788
1997,3,31,2.55692,-1.12559,2.79371
1997,4,1,2.49576,-0.62637,2.57316
1997,4,2,2.35533,-0.10058,2.35747
1997,4,3,2.12684,0.42776,2.16944
1997,4,4,1.80491,0.92747,2.02926
1997,4,5,1.3939,1.36182,1.94872
1997,4,6,0.91441,1.69545,1.92632
1997,4,7,0.40305,1.90561,1.94777
1997,4,8,-0.09727,1.98966,1.99204
1997,4,9,-0.54992,1.96268,2.03827
1997,4,10,-0.93099,1.84864,2.06983
1997,4,11,-1.2286,1.67276,2.07547
1997,4,12,-1.43944,1.45781,2.04871
1997,4,13,-1.56574,1.22323,1.98691
1997,4,14,-1.61327,0.9852,1.89031
1997,4,15,-1.59031,0.75678,1.76119
1997,4,16,-1.50689,0.54783,1.60338
1997,4,17,-1.37419,0.36488,1.42181
1997,4,18,-1.2039,0.21108,1.22226
1997,4,19,-1.0076,0.08635,1.01129
1997,4,20,-0.79613,-0.01223,0.79623
1997,4,21,-0.57911,-0.08977,0.58603
1997,4,22,-0.36445,-0.15271,0.39515
1997,4,23,-0.15808,-0.20789,0.26116
1997,4,24,0.03624,-0.26165,0.26415
1997,4,25,0.21702,-0.31901,0.38583
1997,4,26,0.38493,-0.38299,0.543
1997,4,27,0.54263,-0.45413,0.70759
1997,4,28,0.69421,-0.53026,0.87356
1997,4,29,0.84449,-0.60649,1.03971
1997,4,30,1.00183,-0.66495,1.20242
1997,5,1,1.16431,-0.7137,1.36564
1997,5,2,1.33444,-0.73529,1.5236
1997,5,3,1.51017,-0.72044,1.67322
1997,5,4,1.68702,-0.66131,1.812
1997,5,5,1.85866,-0.55207,1.93892
1997,5,6,2.01756,-0.38951,2.05482
1997,5,7,2.15532,-0.17332,2.16227
1997,5,8,2.26281,0.0936,2.26474
1997,5,9,2.33017,0.40499,2.3651
1997,5,10,2.34685,0.75119,2.46414
1997,5,11,2.30191,1.11905,2.55951
1997,5,12,2.18476,1.492,2.64561
1997,5,13,1.9867,1.84998,2.71467
1997,5,14,1.70315,2.1699,2.75848
1997,5,15,1.33648,2.4269,2.77056
1997,5,16,0.89812,2.59731,2.7482
1997,5,17,0.40856,2.66303,2.69419
1997,5,18,-0.10597,2.61571,2.61785
1997,5,19,-0.61883,2.45859,2.53528
1997,5,20,-1.1076,2.20486,2.46742
1997,5,21,-1.55581,1.874,2.43566
1997,5,22,-1.95226,1.48799,2.45468
1997,5,23,-2.28898,1.06858,2.52613
1997,5,24,-2.55956,0.63557,2.63729
1997,5,25,-2.75803,0.20599,2.76571
1997,5,26,-2.87871,-0.20632,2.88609
1997,5,27,-2.91653,-0.5907,2.97575
1997,5,28,-2.86778,-0.9392,3.01766
1997,5,29,-2.73097,-1.24574,3.00168
1997,5,30,-2.50808,-1.50463,2.92478
1997,5,31,-2.20607,-1.70918,2.7907
1997,6,1,-1.83877,-1.85101,2.60908
1997,6,2,-1.42828,-1.92173,2.39437
1997,6,3,-1.00381,-1.91751,2.16436
1997,6,4,-0.59644,-1.84412,1.93818
1997,6,5,-0.23193,-1.71808,1.73366
1997,6,6,0.07366,-1.56218,1.56392
1997,6,7,0.31356,-1.39917,1.43387
1997,6,8,0.48726,-1.24713,1.33893
1997,6,9,0.59768,-1.11771,1.26748
1997,6,10,0.64976,-1.01637,1.20631
1997,6,11,0.65001,-0.94337,1.14563
1997,6,12,0.60658,-0.89518,1.08134
1997,6,13,0.5293,-0.86573,1.01472
1997,6,14,0.42938,-0.84774,0.95028
1997,6,15,0.31894,-0.83374,0.89266
1997,6,16,0.21022,-0.81695,0.84356
1997,6,17,0.11467,-0.79187,0.80013
1997,6,18,0.04215,-0.75463,0.7558
1997,6,19,0.00012,-0.70305,0.70305
1997,6,20,-0.00687,-0.63655,0.63659
1997,6,21,0.02259,-0.5558,0.55626
1997,6,22,0.08666,-0.46233,0.47038
1997,6,23,0.18051,-0.35804,0.40097
1997,6,24,0.29664,-0.24482,0.38462
1997,6,25,0.42544,-0.12431,0.44323
1997,6,26,0.55584,0.00212,0.55584
1997,6,27,0.67623,0.13295,0.68918
1997,6,28,0.77559,0.26581,0.81987
1997,6,29,0.84484,0.39662,0.93331
1997,6,30,0.87844,0.51927,1.02044
1997,7,1,0.87532,0.62639,1.07636
1997,7,2,0.83884,0.71126,1.09979
1997,7,3,0.77543,0.76988,1.0927
1997,7,4,0.69289,0.802,1.05986
1997,7,5,0.59907,0.81082,1.00813
1997,7,6,0.50135,0.80167,0.94553
1997,7,7,0.40646,0.78057,0.88005
1997,7,8,0.32052,0.75306,0.81843
1997,7,9,0.24884,0.72344,0.76504
1997,7,10,0.19564,0.69447,0.7215
1997,7,11,0.16366,0.66744,0.68721
1997,7,12,0.1539,0.6426,0.66078
1997,7,13,0.16533,0.61969,0.64137
1997,7,14,0.19489,0.5985,0.62943
1997,7,15,0.23763,0.57931,0.62615
1997,7,16,0.28702,0.56313,0.63205
1997,7,17,0.33543,0.55158,0.64556
1997,7,18,0.37472,0.54652,0.66265
1997,7,19,0.39692,0.54941,0.67779
1997,7,20,0.39497,0.56054,0.68572
1997,7,21,0.36348,0.57848,0.6832
1997,7,22,0.2995,0.59973,0.67035
1997,7,23,0.20315,0.61895,0.65143
1997,7,24,0.07796,0.62973,0.63453
1997,7,25,-0.06922,0.62564,0.62946
1997,7,26,-0.22883,0.60133,0.6434
1997,7,27,-0.38954,0.55328,0.67665
1997,7,28,-0.53939,0.48023,0.7222
1997,7,29,-0.66698,0.38326,0.76926
1997,7,30,-0.76259,0.26557,0.80751
1997,7,31,-0.81913,0.13211,0.82972
1997,8,1,-0.83291,-0.01152,0.83299
1997,8,2,-0.80372,-0.15919,0.81934
1997,8,3,-0.73497,-0.30521,0.79582
1997,8,4,-0.63316,-0.44477,0.77376
1997,8,5,-0.50722,-0.57392,0.76593
1997,8,6,-0.36771,-0.6894,0.78133
1997,8,7,-0.22587,-0.78828,0.82
1997,8,8,-0.09284,-0.86768,0.87263
1997,8,9,0.02124,-0.92471,0.92495
1997,8,10,0.10796,-0.95659,0.96266
1997,8,11,0.16123,-0.96101,0.97444
1997,8,12,0.17777,-0.93654,0.95326
1997,8,13,0.15716,-0.88312,0.897
1997,8,14,0.10176,-0.80245,0.80888
1997,8,15,0.01635,-0.69816,0.69836
1997,8,16,-0.09248,-0.57583,0.58321
1997,8,17,-0.21679,-0.44259,0.49283
1997,8,18,-0.34778,-0.30648,0.46356
1997,8,19,-0.47602,-0.17543,0.50731
1997,8,20,-0.59156,-0.05622,0.59422
1997,8,21,-0.68428,0.04624,0.68584
1997,8,22,-0.74448,0.12907,0.75558
1997,8,23,-0.7638,0.19087,0.78729
1997,8,24,-0.73639,0.23097,0.77177
1997,8,25,-0.6597,0.24881,0.70506
1997,8,26,-0.53496,0.24386,0.58792
1997,8,27,-0.36727,0.21598,0.42607
1997,8,28,-0.16507,0.16594,0.23406
1997,8,29,0.06051,0.09594,0.11343
1997,8,30,0.29667,0.0099,0.29684
1997,8,31,0.53003,-0.08664,0.53707
1997,9,1,0.74761,-0.18682,0.77059
1997,9,2,0.93774,-0.28307,0.97953
1997,9,3,1.09073,-0.36793,1.15111
1997,9,4,1.19922,-0.43488,1.27564
1997,9,5,1.2584,-0.47904,1.34649
1997,9,6,1.26595,-0.49772,1.36028
1997,9,7,1.22208,-0.49054,1.31685
1997,9,8,1.12938,-0.45913,1.21914
1997,9,9,0.9928,-0.40653,1.0728
